Prompt,Response,Category
Yeah. II understand exactly what you're saying. And,How much are you drinking?,Other
"II don't think I'm drinking that much. I mean, it'sit's mainly for social gatherings. Like it's nothing that I do, like by myself or whatever. It's just the",Is it like every weekend?,Other
"Every other weekends, I would say.","Tommy, I'm just so concerned, you know, can't you think of anything better to do?",Other
"Um, II guess I can. II can probably be more productive in my schoolwork and rather than going out to parties as much and II do get you're coming from and","Yeah. Is are your friends the problem, like maybe you should just start hanging out with more kids in the youth group and not hang out with those kids that you were partying with?",Other
"Yeah, I guess I haven't really put it on myself. I guess it's really been forced on their account. And I've just been following in their footsteps just to just because it seems like what they're doing is a lot of fun. And I just want to make sure that I'm getting every bit of the high school experience that I can.","Well, there's a lot of things that seem fun in the moment that we know aren't a good choice, right? That's some of the things we talk about all the time is making good choices for our life andand really doing what's best for you. And I just, you know, I really think you should think about making a big change here.",Other
Mm. Yeah. III do see that maybe me drinking not as much would possibly better my life toto a certain degree. And I it does make a lot of sense. And II guess I can put more effort into sort of lowering the level of drinking that,I think you really need to quit.,Other
"Yeah. I mean, alcohol is just so prevalent in our society and it's just around me, wherever I go and parties and stuff that. II kind of feel like I should just, uh, get used to it or at least understand its, uh, its effects before I should let it get out of my life entirely. I don't I don't really see it as something that will completely destroy my life.","I think you're wrong. You know, it really worries me. Anyway, um, I wish you would quit. If all you're going to do is cut down, that's better than nothing. You know, I appreciate you talking to me about this, but I'm gonna keep talking to you about it. It's really important.",Other
Yeah. III just I don't see the problem in it right now and maybe it's because I haven't really had that traumatic of an experience but I'm,Do you wanna wait for that happen? Do you wanna wait for a dramatic experience?,Other
"You'reyou're right. II don't want I don't wanna be too far gone before it's too late. Like II can imagine something possibly happening where it's to a degree where I can't escape. And II guess I've never really had anyany real experience where the alcohol has really affected me that much or affected anybody close to me that much. So I guess it's something that I feel like I'm control of, but in reality, I might not have as much control as I think.","All right. Well, maybe it's something we can work on together. And, you know, I think we should come up with a plan that's gonna work for you so that you can get control here and stop drinking.",Other
Yeah. II think that that would be a good step forward into and a life of possibly being sober and just experiencing the true the true aspects of life rather than thethe haziness of alcohol.,"Okay, sounds good.",Other
"Okay, II am not going to allow her to take any kind of steroid. I am not going to allow that to happen. She's my daughter. She's my responsibility, and I'm not going to allow that to happen, and I absolutely make sure that the smoking does not affect her.","Okay, I, you know, II don't want to argue with you about this. II know that if youyou know, and if you want to keep Sarah out of the emergency room, uh, II just wish you'd heed what I'm saying. She needs to use that chronic inhaler every day to get her to get her asthma under control, and the smoke on your clothes and the smoking flares her asthma up. So she really needs to use that chronic inhaler, and you really need to think about quitting smoking.",Other
"Fine. I'm in a really big hurry, and I need to get those prescriptions filled as soon as possible, please.","Okay, well, II hope you really listen to what I'm telling you about her using that chronic inhaler, and I hope you consider quitting smoking.",Other
Fine. I just need to get my prescriptions.,Okay.,Other
"Well, I don't know if I'm really being lazy about it. I think it's just that I have a busy schedule.",Yeah.,Other
"I just need to find the time to do it. And, yes, I might be lacking a little bit of motivation, but I think it's more timing and trying to fit it in.","And that sounds like a lot of excuses to me. So I feel like you had shared with me before that you do have a gym membership. So I think that's something that you just need to fit in your schedule. So for you to really see results that you want, my guess is you need to go about three to four times a week and really fit in that hour workout, um, on a daily basis.",Other
"But I think that part of the problem is that II don't have three to four times three to four times a week to do it, or an hour even. I mean, hour is a long time because if I'm working out for an hour that means I'm leaving home to get there",Mmhmm.,Other
"time there, time back. I mean, it's not just an hour, it's like two hours, realistically.","And it seems like if you really want to see the results you have to put the time in. And if it's gonna take you two hours, then it's gonna take you two hours. And, again, if you want the results that you want, you need to start, and you need to start now.",Other
"Yeah, it's pretty stressful for both of us. He gets really upset.","Well, one of the primary risk factors for multiple ear infections in kids is actually smoke exposure. Are you smoking?",Other
"Yeah, I Yeah, I do smoke, but I don't smoke around him. I try really hard not to smoke around him.","Well, the fact that he's having these ear infections is indicating to me that he is being exposed to smoke, and so, what can you tell me about that?",Other
"II don't know. I mean, I try really hard not to smoke around him. I don't smoke in the car. Um, when he's home, I go outside to smoke. I just I mean, I know it's bad, and I know it's bad for him, so I don't want him to be around it so I try really hard.","I really need you to quit smoking. Both for your health and for Aiden. Did you know ssmoking around your child is associated not only with ear infections, it could get to the point where you have to put tubes in his ears pretty shortly here. Also, things like vitamin C deficiency, cavities, like dental cavities, behavior problems, um, asthma, other upper respiratory infections. It's really putting him at a lot of risk. In addition to that, kids of smokers end up smoking themselves. Do you want him to grow up to be a smoker?",Other
"No, but I don't smoke. I'm III've thought about quitting, but it's just It's really hard so I just don't know how to do it.","Well, now's the time to quit. It's really gotten to the point where you can't keep smoking. Not only for him, like I said, but also for you. You're putting yourself at risk for lung cancer, for emphysema, for oral cancers, for heart disease, for all kinds of things",Other
"I know, I know. I've heard People have told me before, I've heard all that. I just don't know how to do it. How am I supposed to quit? It'sit's so hard.","Well, there's all kinds of things you can use now. It's not as hard as it used to be. You can use nicotine replacement. There's patches, there's lozenges, there's gum, there's the inhaler, there's nasal spray. We can talk about medications. You can try Chantix, you can try Zyban, there's quit smoking groups you can go to, there's hotlines you can call.",Other
I just don't have time for any of that.,"There's no reason why you shouldn't be able to quit, this is really important.",Other
"I understand that. I know it is. I mean, everybody has problems, right? It's just really It's really, really hard.","Well, what can be more important to you than the health of your child?",Other
I don't know.,I really need you to tell me that you're gonna quit smoking. This is really important.,Other
"I'llI'llI'll go look at all those things andand I'll find I guess I'llI'll try to find something, andand I'll talk to my doctor about it.","Okay. Well, I think you really need to think about this seriously. Like I said, it's really putting yourself and your child in danger.",Other
"Okay, whatever. Okay.",Okay.,Other
Gonna get that again.,"coffee, tea. Yeah, you've heard this before, I'm sure.",Other
"I do all the above, yeah.","Mmhmm. So, you know, the smoking is going to be related not just to some of the other negative consequences. You know, physically, it affects dental caries, dental cavities",Other
I've heard it all. I but I just want to get my teeth fixed.,"Yes, and I really want to be helpful. I really want to you know, my commitment is to your oral health, so um, there are lots of medications out there, David, that actually take away a lot of the cravings. They're they make quitting so much easier.",Other
"I did a pill thing, so I did try it. So like, I did try try it. I just did the pills and they didn't work.",Mmhmm. Yeah.,Other
It was a waste and it caused more side effects,"No, it but David, it's not a waste. Research shows that people take on average about seven tries before they quit smoking, so think of it as you're one step closer to quitting, so",Other
Or seven lectures along the road.,"Well, I don't think I'm giving you a lecture, that's certainly not what I meant. I",Other
"No. No, I just feel that way. I get really I get very defensive about when they bring cause I get it from my family doc, from my cardiologist, everybody. I'm like, I'm not a complete fool. I am for smoking, but","Well, there'sthere's a reason that  people are concerned.",Other
but it's not easy to quit.,"No. But as I said, these medications so you've tried the medication, you've been willing once.",Other
I guess I got to really want to and things I've tried usually caused me more problems than they helped.,"Oh no, the smoking's going to cause you more problems than the than anything else. I can promise you that, David.",Other
"Okay. Well, can I go now?","I'm okay, but you know",Other
"III know it, I know I know, doc, what you're trying to but I just don't want to get into that right now.","Okay. Well thanks for listening, and honestly, I I am really worried about the smoking, so",Other
I appreciate your care.,"I'm here to help, okay?",Other
"Well, I've got myself all worked up now I've been sat outside.",Okay.,Other
"I'm not I'm now late. I'm sorry. Um, I've come to see you because I've got a really sore throat. It's been like this for a good few days, um, and I think I need some more antibiotics.","All right. Um, okay. Um, well let's, uh, let's just have a look shall we? See what's going on. You just wanna open your mouth for me. Say ah.",Other
"I've been sat here for half an hour. Do you not want to know a little bit more about it, or? I mean, it it's really painful. I I've barely been able to swallow today and I'm so worried about passing things on to the kids. Um","Well, I mean, I'm sorry we're a bit late, but you know that's the general practice, isn't it? You know, sometimes these things happen. Um, but it doesn't alter the fact that you do just have a virus, uh, and they are very common. And the nice thing is that it will get better with paracetamol and fluids, and the paracetamol will help the pain. Um, with giving it to the kids, I'm afraid there's nothing we can do about that. It's unlikely they'll get it, but I can't guarantee it.",Other
"Well, I mean, this is gonna affect my job. I talk on the phone quite a lot at work, and I'm just I don't think at the moment I'm going to be able to go to work. Can can I, at least, get a sick note?","Uh, well well, not really. Uh, you need to selfcertify in your first seven days off sick so if you're going to take some time off, just take some paracetamol, lots of fluids, get a selfcertified note, uh, in to your employer, and put sore throat there.",Other
"Well, I don't think my employer are gonna take that. I mean, they they've given us so much hassle at things in the past. I mean, can can I get a private note? Can can I ask you to write me a letter, at least?","Uh, well, obviously that's a nonNHS thing so we have to charge you for that and our going rate for that is, uh, Â£12.",Other
Just it's just not good enough. I just,"Oh, I'm sorry. But, you know, if you have just got a sore throat, then there's not much I can do about that. It's just, you know, something that we all get from time to time. Perhaps, what you really need to do is, uh, you know, just take some paracetamol and get some fluids.",Other
"Parace paracetamol. Do you understand how difficult this is gonna be for me? I mean, I could lose my job or something.","Okay, that's pretty unlikely with sore throat. I think that's so, you know, a little bit of grand staging there.",Other
"I'm sorry, uh, I think I'm gonna say something that I don't I don't want to, so I'm actually going to go.",Okay.,Other
"Well, I only use them just to relax. I mean, it's not like it's something that I would smoke 20 or 30 cigarettes a day, I mean, I only do it when we go out.","Uhhuh. Well, that's, I mean, at least you're not doing that, so that's good, but it's still causing a lot of problems. And as I said, I can see that the evidence in the roof of your mouth, you're causing some serious damage, and this needs to stop. Have you thought about quitting?",Other
"Well, I didn't really know I'd started.",What do you mean?,Other
"I didn't really think that it was anything more than just like social drinking, just something that I do in a social setting when me and my friends go out to the bars.",So you're gonna quit then?,Other
"Well, it's something that I'll have to think about.","What's there to think about?  You said it's not that something you do all that often, and there's all these negative side effects, there's all these risks that you're putting yourself in.",Other
"Well, it's just something that I do to relax, and I don't do it that often. And so I probably could cut back.","Okay, well, that's a good start, but cutting back isn't going to do it. If you actually quit the smoking, you can reverse all the damage you've done in your mouth, and you can stop yourself from from being at risk for these other diseases. But as long as you're continuing to use these cigars you're really putting yourself in a lot of danger.",Other
"Well, I don't believe that they are cigars. And what I do believe is that it's a choice and it's my right, and it's something that I choose to do. And so I will think about cutting back, but I'm not at a point where I'm ready to do that. And I'm not really sure that I even believe that what you're telling me is real.","You're choosing to really damage your mouth and actually, it can cause problems with your teeth too. I don't know if you notice your teeth might be getting yellower than they were before. That's another side effect. There are a lot of really negative things that go along with any tobacco use, whether it's cigarettes, cigars, dip, chew, snuffs, snus, hookah, any of it. This is a really important decision that you're making and you said it's your choice, but you're really choosing to make yourself sick and potentially die.",Other
"Well, it's something that I'll think about.","Well, I appreciate you thinking about it. I hope you'll think about it really hard. You know, this is something that I'm gonna continue to ask you about because it's something that really needs to change.",Other
"Okay. Um, why am I taking this medication?","It's for your dyslipidemia. Oh yeah, just one tablet a day. Do you have any questions for me?",Other
Yeah. My doctor said he called something in.,"Oh, it looks like he called in cholesterol statin. Do you know how you're supposed to take this medication?",Other
"Okay. Um, so why am I taking this medication?","It's for your dyslipidemia. Oh, and you should take one every day. Do you have any questions for me?",Other
Sure. I'm just getting a few groceries.,Okay. What did the doctor tell you cholesterol statin is for?,Other
He didn't really tell me. He just phoned it in.,"Okay. Well, you're going to take one tablet of cholesterol statin 20 one time a day by mouth, and you can take that with or without food. When do you normally take your medications?",Other
"I store my medications, uh, in my nightstand, right by my bed.",All right. Do you have any children in your home?,Other
He didn't mention anything about that.,"All right. Well, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new. And lastly, grapefruit juice can interact with cholesterol statin 20. So if you use grapefruit juice every day, I probably would switch to a different juice while you're on this medication.",Other
"Sure. I'm just gonna take one tablet right before I go to bed with my other medications. And I guess I will switched to orange juice. And if I notice any muscle pain that is severe, I'll call Dr. Ferris right away.","Great, Kaylie. I know we went over a lot today. What other questions do you have for me?",Other
"Uh, I think you answered all my questions. Thank you.","Fantastic. All right. Well, here's your prescription. I even put it on auto fill for you so that it will be filled for you every at the same time every month. And if you have any other questions later, our phone number is right here on the bottle, and you can call me at any time. Thanks so much. Have a great day.",Other
Sure. I'm just getting a few groceries.,All right. What did the doctor tell you cholesterol statin is for?,Other
"He didn't tell me, he just phoned it in.","All right. Well, you're going to take one tablet of cholesterol statin 20 one time a day by mouth, and you can take that with or without food. When do you usually take your medications?",Other
I store them all in the nightstand by my bed.,Do you have children in your house?,Other
He didn't mention anything about that.,"All right. Well, this medication is usually well tolerated, which means that it doesn't have very many side effects, but you might experience some muscle aches or pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medication can interact with overthecounter medicines or even other medications. So before you start something new, you should check with either Dr. Ferris or myself. And lastly, this medication can interact with grapefruit juice. So while you're taking this medicine, I would avoid grapefruit juice.",Other
I think you answered all my questions. Thank you.,"All right, good. Well, here's your prescription. I even put it on autofill for you so it'll be ready at the same time every month for you. And if you have any questions later, our phone number is right here on the bottle, and you can call me at any time. Thanks so much. Have a great day.",Other
"Wow. I can't believe he fell asleep after all of that crying, poor guy.","Yeah. Well, the good news is he doesn't have pneumonia. It's just an upper rerespiratory tract infection and a cold. So there's some things you can do to make to help him get better. You can avoid excessive dust. You can keep him hydrated, avoid overthecounter cold remedies. Keep him away from people who have flu or coldlike symptoms and avoid smoke. And the last one should be easy because you quit smoking during your pregnancy.",Other
"Well, you're right. II did quit smoking when I was pregnant, but actually, um, a couple of weeks ago, I went out, my mom was able to take Jake for the night and my friends they were having a birthday party and we had a couple of glasses of wine and it felt like old times. So before I knew it, I was out having a cigarette with them. And since then I've been having a couple of cigarettes a day, you know, just at the end of the day after I put Jake to bed. But that sounds like it has nothing to do with what you're talking about, right?","No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",Other
"Only a couple of drinks a night. You know, it's pretty rare if I have anything more than that. It's just my way of relaxing at the end of the day. It's been so stressful since Jake came along. It's just how I fall asleep at the end of the night.","Well, no one said motherhood was going to be easy, Hailey. So let's talk about these drinks. Are we talking about thethe lowrisk drinking guidelines, one to two standard drinks a night or are we talking about a mug of Margarita's?",Other
"I guess about I have about a half a glass a night and maybe two. Very rarely I'll have more than that. You know, it just helps me kind of relax.",There's other ways to relax. There's yoga. There's deep breathing. You need to stop raising the roof and raise your kid. This is not okay. You're not just worrying about Hailey anymore. It's Hailey and Jake. You're a mom now.,Other
I didn't know it was such a big deal. II never thought that there would be any impacts on Jake because of it.,"I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",Other
I guess I'll do the same thing. I'll go home and throw out the bottles of wine and stop having a glass at the end of the day.,"Sounds good. And if you need to relax, go for a walk, join a moms group, read a book. How about you come back in a week when we have Jake's six months checkup and you can let me know how that quit plan is going.",Other
"Okay, I'll try my best.",Thanks.,Other
"And, uh, whatever else you can do just to get me to go smokefree.","Okay. Well, just remind me again why it is you want to stop.",Other
"Um, it's expensive these days.",How much does it actually cost you a week?,Other
"It'sit's about Um, I'll buy and go through a pack a day, so it's almost Â£7.",Â£7 a week or a day?,Other
"Well, what you do What do you suggest?","Generally, it works well if you find a time when you're not under a huge amount of other stresses and strains.",Other
"Um, it's just entertainment. Something, um, when I bored, it's got I've got I smoke",Mmhmm.,Other
"or sometimes I go out, but as I said, I'm the only one kind of outside.",Okay. What do you think you'll miss most about it?,Other
"The Um, it takes away a lot of my stresses.","Mmhmm, what sort of stresses?",Other
"Just, uh, when I when I go down, uh, forfor a break at work.",Mmhmm.,Other
"I never go down, I just need a break away from it all, just shut off. So, uh, II really enjoyed that. The cigarette just helps me calm down.",Yeah. And what is your favorite cigarette of the day?,Other
"I guess, um, I'll just I'll just have, you know, some fresh air as well, but this time without a cigarette in my hand but to try and give myself regular breaks maybe, I don't know.",Okay.,Other
It's one of those tough things.,Have you managed to stop smoking in the past?,Other
I've managed for a couple of weeks.,Okay. And what got you back?,Other
"I guess, um, at the weekend I've got a party coming up.",Okay.,Other
"Yeah, absolutely.",Okay and would you like to come back and see me again?,Other
"Well, definitely.",And what would you like me to do if you don't come back?,Other
A nice phone call.,I'd be very happy to do that.,Other
"I know I am too big, and I probably should exercise more and eat better, but I am so busy. I've got school, homework, and my job at the mall, so I don't see anywhere to fit it in. Plus, I can't afford any of those gyms. And none of my friends want to exercise with me. They're lazier than I am.  ",It's free to exercise at home. Maybe ride your bike or walk. Ask one of your parents to help. Try to eat some salads and fruit. Bring snacks to work and school.,Other
I don't trust doctors.  I don't trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,"Well, we don't know who is naturally able to avoid getting COVID-19.  The vaccine is the best way to avoid it even if you have a good immune system.  Most religious leaders are recommending that their congregants get vaccinated. ",Other
"Doctor x, I don't want the Covid vaccine for me or my kids. They don't know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",Let me tell you about what we know about how safe it is and side effects. We have lots of data about that now.  I think it is the right thing for you and your family,Other
I know I should probably get the vaccine. I have my mother living with me and she has type-2 diabetes. I would hate to bring it home to her. But I just don't know about those side effects. I heard it changes your DNA and the vaccine can give you the virus.,"You need to protect your mother and get over your worries. The thing is safe. You cannot get the virus from the vaccine, and it cannot change your DNA. mRNA vaccines don't work like that.   ",Other
"I know because I am so heavy and have diabetes I probably should exercise more, but I am so busy. With the three kids and my new job I don't see anywhere to fit it in. Plus, I hate the gym.  I can't stand being around all that Lycra. My husband is useless because he already plays basketball four times a week.  ","Well, you can exercise at home. Maybe ride your bike or walk.  Ask your husband to help. And don't worry about how you look nobody is paying attention to you.",Other
"Of course, I would like to lose weight and not feel gross all the time. But I hate all the diets my mom puts me on. I've tried them all. Every time I end up feeling deprived and hungry. Then I gain all the weight back. I'm getting ready to give up.","Tell your mom to back off, and then work harder to keep the weight off. You will feel a lot better.",Other
Of course I would like to lose weight. But I hate diets. I've tried them all. Every time I end up feeling deprived and hungry. Then I gain all the weight back. I'm getting ready to give up.,"Well, you will have to try work on relapse prevention. Diets don't work anyway.",Other
"We eat at Wendy's a few times a week. It's cheap, fast, my kids like it, and it's better than those other places.  There's a lot worse we could be eating.  Sure, there are better foods than that, but I don't have time to cook.","You know, Wendy's is no better than McDonald's, so you are not doing yourself any favors by eating there.Â  It's also more expensive than you think.",Other
"I really need to find someone to exercise with. I can't do it alone.  I just need someone to remind me or do it with me, but there is no one.","Sometimes you just have to rely on yourself to get things done. Instead of wishing there was someone else to exericse with, get off the couch and go for a walk in your neighborhood with the dog. ",Other
"Look at you, were you ever heavy? How can you really relate to me?",Actually I was heavy! I lost 70 pounds so I know you can lose weight too.,Other
"I know I need to eat better.   But I live alone, I'm a lousy cook, and I have no time or interest to learn how.  Sure, McDonalds is poison but it's fast and cheap and I'm not embarrassed to eat there alone.",There are other fast food options healthier than McDonalds. Don't go there.,Other
"Yes, I know all that TV and all those video games are not good for her. By what can I do?  I cannot afford a babysitter and I must get my work done. I work out of my home.",Maybe you could have them watch an exercise video while you work.,Other
"I really need to start exercising, but I hate the GYM. I joined the one nearby my house, but I never go. Everyone is so young and skinny; I hate those young girls in their little outfits. There is no way I would go there again, it was horrible.",Seems like you're too focused on what others are doing or what they think about you. You need to focus on yourself.,Other
"I need to quit these damn cigarettes already. But I am so scared of the withdrawal, I am at a loss for what to do.",I'll prescribe you Chantix for withdrawl.,Other
"I have tried every diet under the sun. To be honest Doc, I would love to lose weight but at this point I don't think I can do it. Maybe I need one of those stomach staples.","You won't lose weight with that attitude. Looking at your food recall, I see several areas you can make changes without resorting to major surgery. ",Other
"I have no energy.  The thought of working out now is out of the question.  I used to bike and play tennis but that seems a lifetime ago.  I would love to feel alive again, but I am just so tired all the time.",There are lots of exercises you can do that don't leave you feeling drained.,Other
I've tried the Atkins diet and I lost a lot of weight. Then gained it all back. Then I tried the Zone diet but felt really hungry all the time. I just don't know what to do. I'm at my wit's end.,You could try eating healthy foods and avoiding unhealthy foods. Then you don't have to follow a diet plan.,Other
"I just hate to exercise. Was never good at sports in school.   I know I need to lose weight, but I am not going to the gym. It just isn't going to happen.","Research shows weight loss is more successful with diet changes than increasing exercise, so let's focus on what you're eating.",Other
"I start a diet every day but once I get hungry, I lose my discipline.",I can prescribe you something to reduce hunger.,Other
"Of course, I would like to lose weight. But I hate diets. I've tried  them all. Each time I feel deprived and  feel hungry. Then I start to feel resentful.","You need to focus on eating more fruits and vegetables, rather than thinking about some food as bad. ",Other
"I've done everything I'm supposed to do in this program, but it still hasn't worked.   I'm still gaining weight. I haven't lost a damn pound in months.",Let's look over what you've done to see what you missed. You should be losing weight if you're actually following the program.,Other
I would do about anything to lose these 50lbs.  But dieting doesn't work for me. Could you tell me what drugs or even surgery might help?,You're not willing to do whatever it takes. You have to address your diet.,Other
I like fruit but I like sweets more. If it's around I eat it but not if there is cake or cookies or ice cream. I guess I need to stop buying that crap.,"Yes, you have to stop buying sweets. If it's not around, then you can't eat it.",Other
"I only eat a few vegetables. Corn, raw carrots, peas, and potatoes. Not much into those slimy ones like okra, cooked peppers, and onions. Ugh! They have to be crunchy, or I get grossed out.",Maybe you would get more vegetables into your diet if you were willing to eat other textures besides crunchy.,Other
"My wife does most of the cooking. But I do the shopping. If I buy vegetables, she will cook them.","Since your wife will cook whatever you buy, then you have to add vegetables to your shopping list every time.",Other
"I buy fruit. But it sits in the bowl and rots. I hate having to throw out that rotten, mushy mess. It's such a waste.",You need to find shelf stable fruits so they don't go bad before you can eat them.,Other
"I'm on a tight budget and fresh fruit just costs so much.  Vegetables are a little less expensive, but you have to cook them. Fruit you can just eat.",You can eat the heathier or more nutrient dense vegetables raw as well.,Other
"I live alone and don't cook much. Veggies take so much time and effort to prepare. So, when I go out to eat, which is 4-5 times a week, I try to order veggies.",You could eat raw vegetables at home.,Other
"My child cannot participate in the program because I work two jobs, my other kids are struggling in school. We are just too busy.","You can make time to get your child to this program, or you can spend more time taking them to multiple visits because they'll be sick and need extra medical care. ",Other
"We have done everything that we are supposed to do in this program, but it still hasn't worked.   My daughter is still gaining weight.",You're likely missing something. Either she's eating too much or not getting enough exericse.,Other
Why bother? The other family in our house won't put a TV timer on their TV and our kids just go to the living room to watch with them.,Try talking to the other mom to see if you can agree on tv time.,Other
"The food at school breakfast and lunch are all red lights, so it is hard for her to follow the diet.",She can always grab fruit or vegetables. Those are always available in schools.,Other
"My husband won't support the program, he wants whole milk because it is healthier and tastes better and wants our son to have it so he grows to be strong.",I can give you a handout to share with your husband that clearly shows why your son should not be drinking whole milk.,Other
"Every time I bring up my daughter's weight with her, it leads to a fight. She tells me to get off her case. Then my husband tells me to back off and let her be. She'll grow out of it, he says. But I think it's important to do something about it now, before it's too late.",You can talk to her about physical activity instead of her weight. The weight is just a symptom.,Other
"It breaks my heart to see her so heavy. I know what it's like to be a big teenager. It was terrible for me. I want to bring it up but I don't want to hurt her feelings. I tell her that she looks fine, but at the same time I know she is way too big for her age.",You're hurting her health by not talking about it.,Other
"I can't stand how much TV she watches. When I leave for work, she is watching talk shows. When she comes home from school more talk shows. I think she is frying her brain and wasting her talent. I don't know what to do about it.  I wish I could get her to be more active or to be involved in something more positive.","You could block her from turning on the TV, while you're at work. Or turn off the internet if she'll just watch on her computer when the TV is off.",Other
"My son's problem is sweets. He loves candy, cake and ice cream. He won't eat any regular food and I feel so bad that he is hungry that I usually give in and let him have junk food, just so he gets something into his system.",You need to keep sweets out of the house so they aren't available for him to eat.,Other
"There is no way that I can let my son leave food on his plate and throw food out. I wasn't raised that way. I also don't think kids need choice about how much they eat, kids are given too much power in my opinion already. I am tired of the constant battle we have at mealtimes and all the tricks we need to pull off to get him to eat something, but letting him leave the table hungry, and taking away French fries and HI-c are going to be very stressful.",Just take away the unhealthy food.,Other
"I eat at Wendy's a few times a week. It's cheap, it's fast, and it's better than those other places. There's a lot worse I could be eating. My parents don't buy healthy foods, and I don't have the money to buy them.","You know, Wendy's is no better than McDonald's, so you are not doing yourself any favors by eating there.Â  It's also more expensive than you think. Don't blame your parents",Other
I am so tired of my parents bugging me about my weight. They always comment on everything I eat. It is so annoying. I will deal with this my way.,"Your parents love you, and want to help, and it sounds like they have good advice you should listen to.",Other
Vaping isn't nearly as bad as cigarettes. It doesn't cause cancer. Everyone does it. It's no big deal.,Vaping is just as toxic for your system as cigarettes so you should quit.,Other
"Chewing is so much better than cigarettes. You can do it while you work. I know it isn't great for me, but I need the little buzz to keep me alert.",Chewing is worse for you than cigraettes. The rush you get is short-term with long-term health effects. You should quit chewing.,Other
I am just not going to give up my iqmik.  I already gave up cigarettes and alcohol.   We make it ourselves and we know what goes into it.  Everyone wants to take away everything that helps me cope with my stress.  And sweetie I got lots of stress.,You already gave up cigarettes and alcohol so you can give up iqmik too.,Other
"Of course, I have to quit at some point, but now is just not the time. I know what it's like to go through the withdrawal and it's pretty awful. I was able to quit a few years ago, with the help of that gum, but with my wife losing her job and having to work so much overtime, I don't think I have the energy to deal with it right now.","We can find ways to increase your energy and motivation. With your wife not working, she has time to help you stay quit this time. ",Other
Why should I quit? I am in good shape. I play soccer. I am thin. My father smoked until he was 80. Most of my mates smoke and no one has died from it. I don't believe its as bad as you all say.,You need to understand how bad it is for you so you can quit.,Other
"Maybe it's time to quit. I am 55, my dad died of heart disease, and I am coughing up all this junk every morning.","You're ready to quit, so here's your prescription to mitigate withdrawl symptoms.",Other
I don't know why people who never smoked keep bugging me to quit.  My doctor has no idea  how hard it is to even try quitting. I've tried to quit many times but can't even go two days.  No one knows how hard it is to give it up out of the blue.,"If quitting spontaneously won't work, then make a plan to reduce over the next few months. ",Other
"I am still working, as I am the sole bread winner in the family  my husband is unemployed. We have another child who is a toddler, and things are hard financially. And sometimes, I get very angry and upset so smoking helps me calm down. I sometimes feel it is all I have left.",You have other options to help you cope.,Other
"I know that 2 cigarettes per day are not a problem to the health of the baby. I know that I cannot give them up completely (it would be stressful), so as long as I stay at 2 per day, it should be fine.",Any amount of smoking is bad for you and your baby's health.,Other
"I smoked throughout my previous pregnancy, and it was fine  both me and the baby were fine. I don't feel it is a problem I should focus on.",Your child is still too young to know what the long-term effects are of you choosing to smoke during your previous pregnancy. Let me tell you why it's bad for you and your babies health.,Other
I don't have what it takes to stop smoking. I am not ambitious enough. I am not tough enough to beat this.,I think you should join this quit smoking group I started.,Other
"We didn't plan for this pregnancy, it was all unexpected. And I have been feeling fine, no morning sickness, no nothing. It feels like nothing changed in my life, except for this belly which keeps growing. So, I don't feel I should change anything about my life. That's why I don't feel I need to stop smoking.",You need condoms to prevent pregnancy and you need to quit smoking to ensure you have a healthy baby. You clearly have a lot to learn.,Other
"I cannot stop thinking about how I am hurting my baby by continuing smoking. But I cannot stop. And the more I think about it, the more I smoke and feel bad about it.","You see you're hurting your baby, so let's make a plan to help you quit smoking.",Other
"No one can tell me what to do. If I want to smoke, I will and I will stop when I feel like it. I have reduced the number of cigarettes anyway, so I don't smoke that much anymore, but if anyone tells me to quit, I feel like I want to light up a cigarette right then.",If you can tell yourself to quit then you should.,Other
"I think that it may become difficult to stay smoke free once I return to work. There is a ritual in the office, it's how we start the days and take breaks. I could not guarantee that once I return to work and the baby is all grown up I won't start again. But definitely not now, while I am breastfeeding and around the little one all day.",You see you don't need to smoke since you're not smoking at home. You should be able to not smoke once you return to work.,Other
"I was never a real smoker, you know? Just when I was having a hard time at work or when stress gets really bad, but it doesn't happen often enough for me to call myself a smoker. It's not like I ever had a pack a day. Even if I start again, it won't be more than a few a day.","Since you can go longer periods without smoking, it seems like you can choose to never start again. 
",Other
"The biggest challenge is having friends over and seeing them smoke. I used to smoke with my (female) friends and just gossip and catch up. And I don't miss smoking per se, but when they come to visit me, especially now when the child is small and everyone comes to see him, it's sometimes hard to see everyone smoking.",Sounds like you need a new group of friends that don't smoke.,Other
